260,0,1656516720,1,3,0,260,4,1,False,1,30,active,,,[],4962.08,Broad St & Bridge St,classic,True,40.70365182,71,33,260,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db447a-0aca-11e7-82f6-3863bb44ef7c,-74.01167797,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
261,0,1656516559,1,2,1,261,1,1,False,1,38,active,,,[],4668.08,Johnson St & Gold St,classic,True,40.69474881,71,41,261,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db44e5-0aca-11e7-82f6-3863bb44ef7c,-73.98362464,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
262,0,1656518267,1,3,17,262,0,1,False,1,4,active,,,[],4546.05,Washington Park,classic,True,40.6917823,71,24,262,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db4549-0aca-11e7-82f6-3863bb44ef7c,-73.9737299,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
264,0,1656517795,1,1,0,264,0,1,False,1,28,active,,,[],5065.10,Maiden Ln & Pearl St,classic,True,40.70706456,71,29,264,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db460d-0aca-11e7-82f6-3863bb44ef7c,-74.00731853,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
265,0,1656518522,1,1,7,265,2,1,False,1,27,active,,,[],5523.02,Stanton St & Chrystie St,classic,True,40.72229346,71,35,265,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db4671-0aca-11e7-82f6-3863bb44ef7c,-73.99147535,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
266,0,1656516507,1,1,29,266,0,1,False,1,0,active,,,[],5506.10,Ave D & E 8 St,classic,True,40.72368361,71,30,266,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db46d7-0aca-11e7-82f6-3863bb44ef7c,-73.97574813,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
267,0,1656518415,1,2,70,267,2,1,False,1,6,active,,,[],6441.01,Broadway & W 36 St,classic,True,40.75097711,71,78,267,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db473c-0aca-11e7-82f6-3863bb44ef7c,-73.98765428,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
268,0,1656517988,1,1,2,268,2,1,False,1,24,active,,,[],5422.04,Howard St & Lafayette St,classic,True,40.71910537,71,27,268,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db479e-0aca-11e7-82f6-3863bb44ef7c,-73.99973337,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
270,0,1656517775,1,1,19,270,0,1,False,1,8,active,,,[],4620.02,Adelphi St & Myrtle Ave,classic,True,40.69308257,71,28,270,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db5c14-0aca-11e7-82f6-3863bb44ef7c,-73.97178913,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
275,0,1656518116,1,1,15,275,0,1,False,1,3,active,,,[],4419.03,Washington Ave & Greene Ave,classic,True,40.68650065,71,19,275,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db5d92-0aca-11e7-82f6-3863bb44ef7c,-73.96563307,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
278,0,1656518374,1,2,5,278,1,1,False,1,12,active,,,[],4781.03,Concord St & Bridge St,classic,True,40.69766564,71,19,278,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db5e6a-0aca-11e7-82f6-3863bb44ef7c,-73.98476437,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
281,0,1656518507,1,1,47,281,0,1,False,1,47,active,,,[],6839.10,Grand Army Plaza & Central Park S,classic,True,40.7643971,71,96,281,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db5fae-0aca-11e7-82f6-3863bb44ef7c,-73.97371465,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
284,0,1656518471,1,5,29,284,1,1,False,1,17,active,,,[],6072.06,Greenwich Ave & 8 Ave,classic,True,40.7390169121,71,51,284,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db631c-0aca-11e7-82f6-3863bb44ef7c,-74.0026376103,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
