,station_id,counts,name,lat,lon,station_type,capacity
271,4117,3,Sullivan Pl & Franklin Ave,40.66407983678161,-73.96025128666679,classic,27
272,4125,1,E 161 St & River Ave,40.827883,-73.927111,classic,38
273,4165,1,E 165 St & Clay Ave,40.82809,-73.91288,classic,19
274,4201,3,Clay Ave & Claremont Pkwy,40.83999,-73.90549,classic,21
275,4216,7,10 Ave & W 14 St,40.741981599940225,-74.00831580162048,classic,55
276,4218,2,Spruce St & Gold St,40.7103231,-74.0043228,classic,55
277,4225,3,Clinton St & Tillary St,40.696232971293156,-73.99142056703568,classic,33
278,4232,4,6 Ave & W 45 St,40.756951,-73.982631,classic,45
279,4240,1,E 44 St & Lexington Ave,40.752643,-73.974996,classic,0
280,4257,4,43 St & 37 Ave,40.750181,-73.919998,classic,21
281,4280,4,W 10 St & Washington St,40.73342399437081,-74.00851495563984,classic,46
282,4282,6,Washington St & Barrow St,40.73191132323174,-74.008769094944,classic,39
283,4297,2,Greenwich St & Perry St,40.73498,-74.00697,classic,31
284,4300,5,Bleecker St & Crosby St,40.72615604980408,-73.99510189890862,classic,43
285,4302,1,21 St & 23 Ave,40.778557,-73.919046,classic,22
286,4320,22,31 St & Ditmars Blvd,40.776168,-73.910485,classic,24
287,4331,2,48 St & 37 Ave,40.751555,-73.915026,classic,29
288,4333,1,E 5 St & Cooper Sq,40.72769,-73.990993,classic,34
289,4340,1,Clinton St & Cherry St,40.711471394469264,-73.98672603070736,classic,33
290,4341,1,Market St & Henry St,40.71310702305908,-73.99446353316307,classic,28
291,4342,3,16th St & 4th Ave,40.666197,-73.992466,classic,30
292,4343,4,3 Ave & 17 St,40.666168,-73.995549,classic,21
293,4346,3,17 St & 5 Ave,40.663493,-73.991007,classic,25
294,4357,3,Ft. Hamilton Pkwy & E 2 St,40.648005,-73.979342,classic,19
295,4358,2,Ft. Hamilton Pkwy & E 5 St,40.649037,-73.97673,classic,23
296,4359,1,Parade Pl & Crooke Ave,40.651847,-73.965248,classic,30
297,4361,3,Caton Ave & E 10 St,40.648481,-73.97058,classic,30
298,4363,3,E 8 St & Caton Ave,40.648055,-73.972432,classic,30
299,4364,1,Caton Ave & E 7 St,40.647718,-73.973663,classic,20
300,4365,2,E 3 St & Church Ave,40.643817,-73.977433,classic,21
301,4366,1,Albemarle Rd & McDonald Ave,40.645074,-73.979681,classic,20
302,4367,1,Chester Ave & 12 Ave,40.644367,-73.984276,classic,21
303,4369,17,23 St & 3 Ave,40.662611,-73.998623,classic,10
304,4371,3,30 St & 4 Ave,40.657743,-74.001141,classic,19
305,4372,3,34 St & 5 Ave,40.654098,-74.001131,classic,19
306,4374,1,48 St & 2 Ave,40.650176,-74.015606,classic,19
307,4377,3,Dahill Rd & 12 Ave,40.646037,-73.980963,classic,22
308,4379,3,34 St & 4 Ave,40.655278,-74.003101,classic,23
309,4385,2,53 St & 4 Ave,40.644862,-74.014531,classic,25
310,4386,3,57 St & 1 Ave,40.646377,-74.023087,classic,27
311,4388,1,44 St & 2 Ave,40.652502,-74.013587,classic,19
312,4389,1,47 St & 3 Ave,40.649143,-74.012384,classic,23
313,4392,2,52 St & 1 Ave,40.649292,-74.020105,classic,22
314,4404,1,3 Ave & Wakeman Pl,40.638246,-74.024714,classic,27
315,4407,3,Duane St & Hudson St,40.71703,-74.00925,classic,44
316,4409,5,36 St & 4 Ave,40.654144,-74.00422,classic,30
317,4410,5,41 St & 4 Ave,40.651354,-74.007168,classic,23
318,4412,1,53 St & 2 Ave,40.64744,-74.018846,classic,30
319,4415,1,2 Av & 37 St,40.656326,-74.009627,classic,31
320,4416,3,36 St & 3 Ave,40.655716,-74.006664,classic,30
321,4418,1,2 Ave & 32 St,40.659176,-74.006584,classic,27
322,4422,1,44 St & 3 Ave,40.651173,-74.011405,classic,23
323,4423,1,57 St & 4 Ave,40.642622,-74.016866,classic,22
